year,disease,alder,køn,uddannelse,arbejdsmarked,allocator,type,outcome
-2,Andre Lidelser_KOL,65+ år,Mand,Faglært,Aktiv,Psykiatrien_Ambulant,0,0
-2,Andre Lidelser_KOL,65+ år,Mand,Faglært,Aktiv,Psykiatrien_Indlæggelse,0,0
-2,Andre Lidelser_KOL,65+ år,Mand,Faglært,Aktiv,Psykiatrien_Skadestue,0,0
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Aktiv,Psykiatrien_Ambulant,0,
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Aktiv,Psykiatrien_Indlæggelse,0,
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Aktiv,Psykiatrien_Skadestue,0,
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Ufaglært,Inaktiv,Psykiatrien_Ambulant,1,0
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Ufaglært,Inaktiv,Psykiatrien_Indlæggelse,1,0
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Ufaglært,Inaktiv,Psykiatrien_Skadestue,1,0
-2,Andre Lidelser_KOL,18-49 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Ambulant,1,0
-2,Andre Lidelser_KOL,18-49 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Indlæggelse,1,0
-2,Andre Lidelser_KOL,18-49 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Skadestue,1,0
-2,Cancer_Lunge,18-49 år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Ambulant,1,0
-2,Cancer_Lunge,18-49 år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Indlæggelse,1,0
-2,Cancer_Lunge,18-49 år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Skadestue,1,0
-2,Andre Lidelser_Leddegigt,18-49 år,Kvinde,Ufaglært,Inaktiv,Psykiatrien_Ambulant,1,0
-2,Andre Lidelser_Leddegigt,18-49 år,Kvinde,Ufaglært,Inaktiv,Psykiatrien_Indlæggelse,1,0
-2,Andre Lidelser_Leddegigt,18-49 år,Kvinde,Ufaglært,Inaktiv,Psykiatrien_Skadestue,1,0
-2,Cancer_Lunge,50-65 år,Kvinde,Ufaglært,Udenfor,Psykiatrien_Ambulant,0,0
-2,Cancer_Lunge,50-65 år,Kvinde,Ufaglært,Udenfor,Psykiatrien_Indlæggelse,0,0
-2,Cancer_Lunge,50-65 år,Kvinde,Ufaglært,Udenfor,Psykiatrien_Skadestue,0,0
-2,Psykiske Lidelser_Moderat,50-65 år,Mand,Ufaglært,Inaktiv,Psykiatrien_Ambulant,1,0
-2,Psykiske Lidelser_Moderat,50-65 år,Mand,Ufaglært,Inaktiv,Psykiatrien_Indlæggelse,1,0
-2,Psykiske Lidelser_Moderat,50-65 år,Mand,Ufaglært,Inaktiv,Psykiatrien_Skadestue,1,0
-2,Andre Lidelser_Leddegigt,50-65 år,Kvinde,Ufaglært,Inaktiv,Psykiatrien_Ambulant,1,0
-2,Andre Lidelser_Leddegigt,50-65 år,Kvinde,Ufaglært,Inaktiv,Psykiatrien_Indlæggelse,1,0
-2,Andre Lidelser_Leddegigt,50-65 år,Kvinde,Ufaglært,Inaktiv,Psykiatrien_Skadestue,1,0
-2,Diabetes II_Uden Komplikationer,18-49 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Ambulant,1,
-2,Diabetes II_Uden Komplikationer,18-49 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Indlæggelse,1,
-2,Diabetes II_Uden Komplikationer,18-49 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Skadestue,1,
-2,Psykiske Lidelser_Svær,18-49 år,Mand,Videregående Uddannelse,Inaktiv,Psykiatrien_Ambulant,1,0
-2,Psykiske Lidelser_Svær,18-49 år,Mand,Videregående Uddannelse,Inaktiv,Psykiatrien_Indlæggelse,1,0
-2,Psykiske Lidelser_Svær,18-49 år,Mand,Videregående Uddannelse,Inaktiv,Psykiatrien_Skadestue,1,0
-2,Cancer_Lunge,50-65 år,Mand,Ufaglært,Inaktiv,Psykiatrien_Ambulant,1,0
-2,Cancer_Lunge,50-65 år,Mand,Ufaglært,Inaktiv,Psykiatrien_Indlæggelse,1,0
-2,Cancer_Lunge,50-65 år,Mand,Ufaglært,Inaktiv,Psykiatrien_Skadestue,1,0
-2,Andre Lidelser_KOL,65+ år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Ambulant,0,
-2,Andre Lidelser_KOL,65+ år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Indlæggelse,0,
-2,Andre Lidelser_KOL,65+ år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Skadestue,0,
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Ambulant,1,
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Indlæggelse,1,
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Skadestue,1,
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Kvinde,Ufaglært,Aktiv,Psykiatrien_Ambulant,1,0
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Kvinde,Ufaglært,Aktiv,Psykiatrien_Indlæggelse,1,0
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Kvinde,Ufaglært,Aktiv,Psykiatrien_Skadestue,1,0
-2,Diabetes I_Uden Komplikationer,50-65 år,Mand,Ufaglært,Inaktiv,Psykiatrien_Ambulant,1,0
-2,Diabetes I_Uden Komplikationer,50-65 år,Mand,Ufaglært,Inaktiv,Psykiatrien_Indlæggelse,1,9.6
-2,Diabetes I_Uden Komplikationer,50-65 år,Mand,Ufaglært,Inaktiv,Psykiatrien_Skadestue,1,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Ufaglært,Udenfor,Psykiatrien_Ambulant,0,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Ufaglært,Udenfor,Psykiatrien_Indlæggelse,0,47.8974358974359
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Ufaglært,Udenfor,Psykiatrien_Skadestue,0,0
-2,Psykiske Lidelser_Moderat,50-65 år,Mand,Videregående Uddannelse,Inaktiv,Psykiatrien_Ambulant,1,
-2,Psykiske Lidelser_Moderat,50-65 år,Mand,Videregående Uddannelse,Inaktiv,Psykiatrien_Indlæggelse,1,
-2,Psykiske Lidelser_Moderat,50-65 år,Mand,Videregående Uddannelse,Inaktiv,Psykiatrien_Skadestue,1,
-2,Psykiske Lidelser_Svær,18-49 år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Ambulant,1,
-2,Psykiske Lidelser_Svær,18-49 år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Indlæggelse,1,
-2,Psykiske Lidelser_Svær,18-49 år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Skadestue,1,
-2,Psykiske Lidelser_Moderat,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Ambulant,1,0
-2,Psykiske Lidelser_Moderat,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Indlæggelse,1,0
-2,Psykiske Lidelser_Moderat,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Skadestue,1,0
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Ambulant,1,
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Indlæggelse,1,
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Skadestue,1,
-2,Psykiske Lidelser_Mild,50-65 år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Ambulant,0,0
-2,Psykiske Lidelser_Mild,50-65 år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Indlæggelse,0,4.75609756097561
-2,Psykiske Lidelser_Mild,50-65 år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Skadestue,0,0
-2,Cancer_Tarm,18-49 år,Kvinde,Ufaglært,Udenfor,Psykiatrien_Ambulant,1,0
-2,Cancer_Tarm,18-49 år,Kvinde,Ufaglært,Udenfor,Psykiatrien_Indlæggelse,1,2.83333333333333
-2,Cancer_Tarm,18-49 år,Kvinde,Ufaglært,Udenfor,Psykiatrien_Skadestue,1,0
-2,Diabetes II_Med Komplikationer,65+ år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Ambulant,0,0
-2,Diabetes II_Med Komplikationer,65+ år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Indlæggelse,0,0
-2,Diabetes II_Med Komplikationer,65+ år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Skadestue,0,0
-2,Cancer_Prostata,18-49 år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Ambulant,1,
-2,Cancer_Prostata,18-49 år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Indlæggelse,1,
-2,Cancer_Prostata,18-49 år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Skadestue,1,
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Faglært,Udenfor,Psykiatrien_Ambulant,0,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Faglært,Udenfor,Psykiatrien_Indlæggelse,0,66.7058823529412
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Faglært,Udenfor,Psykiatrien_Skadestue,0,0
-2,Psykiske Lidelser_Svær,65+ år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Ambulant,0,0
-2,Psykiske Lidelser_Svær,65+ år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Indlæggelse,0,12.5
-2,Psykiske Lidelser_Svær,65+ år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Skadestue,0,0
-2,Andre Lidelser_Leddegigt,18-49 år,Kvinde,Faglært,Udenfor,Psykiatrien_Ambulant,1,0
-2,Andre Lidelser_Leddegigt,18-49 år,Kvinde,Faglært,Udenfor,Psykiatrien_Indlæggelse,1,0
-2,Andre Lidelser_Leddegigt,18-49 år,Kvinde,Faglært,Udenfor,Psykiatrien_Skadestue,1,0
-2,Andre Lidelser_Leddegigt,65+ år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Ambulant,0,0
-2,Andre Lidelser_Leddegigt,65+ år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Indlæggelse,0,0
-2,Andre Lidelser_Leddegigt,65+ år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Skadestue,0,0
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Ufaglært,Udenfor,Psykiatrien_Ambulant,0,0
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Ufaglært,Udenfor,Psykiatrien_Indlæggelse,0,1.51515151515152
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Ufaglært,Udenfor,Psykiatrien_Skadestue,0,0
-2,Psykiske Lidelser_Moderat,50-65 år,Kvinde,Faglært,Udenfor,Psykiatrien_Ambulant,0,0
-2,Psykiske Lidelser_Moderat,50-65 år,Kvinde,Faglært,Udenfor,Psykiatrien_Indlæggelse,0,163.263157894737
-2,Psykiske Lidelser_Moderat,50-65 år,Kvinde,Faglært,Udenfor,Psykiatrien_Skadestue,0,0
-2,Andre Lidelser_Kronisk Leversygdom,50-65 år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Ambulant,1,0
-2,Andre Lidelser_Kronisk Leversygdom,50-65 år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Indlæggelse,1,0
-2,Andre Lidelser_Kronisk Leversygdom,50-65 år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Skadestue,1,0
-2,Diabetes II_Med Komplikationer,18-49 år,Mand,Ufaglært,Udenfor,Psykiatrien_Ambulant,0,
-2,Diabetes II_Uden Komplikationer,18-49 år,Mand,Ufaglært,Udenfor,Psykiatrien_Ambulant,0,0
-2,Diabetes II_Med Komplikationer,18-49 år,Mand,Ufaglært,Udenfor,Psykiatrien_Indlæggelse,0,
-2,Diabetes II_Uden Komplikationer,18-49 år,Mand,Ufaglært,Udenfor,Psykiatrien_Indlæggelse,0,772.8
-2,Diabetes II_Med Komplikationer,18-49 år,Mand,Ufaglært,Udenfor,Psykiatrien_Skadestue,0,
-2,Diabetes II_Uden Komplikationer,18-49 år,Mand,Ufaglært,Udenfor,Psykiatrien_Skadestue,0,0
-2,Andre Lidelser_Leddegigt,65+ år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Ambulant,1,
-2,Andre Lidelser_Leddegigt,65+ år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Indlæggelse,1,
-2,Andre Lidelser_Leddegigt,65+ år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Skadestue,1,
-2,Diabetes I_Uden Komplikationer,65+ år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Ambulant,1,0
-2,Diabetes I_Uden Komplikationer,65+ år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Indlæggelse,1,0
-2,Diabetes I_Uden Komplikationer,65+ år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Skadestue,1,0
-2,Cancer_Tarm,18-49 år,Kvinde,Ufaglært,Inaktiv,Psykiatrien_Ambulant,1,0
-2,Cancer_Tarm,18-49 år,Kvinde,Ufaglært,Inaktiv,Psykiatrien_Indlæggelse,1,0
-2,Cancer_Tarm,18-49 år,Kvinde,Ufaglært,Inaktiv,Psykiatrien_Skadestue,1,0
-2,Diabetes I_Uden Komplikationer,50-65 år,Mand,Faglært,Udenfor,Psykiatrien_Ambulant,0,0
-2,Diabetes I_Uden Komplikationer,50-65 år,Mand,Faglært,Udenfor,Psykiatrien_Indlæggelse,0,0
-2,Diabetes I_Uden Komplikationer,50-65 år,Mand,Faglært,Udenfor,Psykiatrien_Skadestue,0,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Mand,Faglært,Aktiv,Psykiatrien_Ambulant,0,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Mand,Faglært,Aktiv,Psykiatrien_Indlæggelse,0,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Mand,Faglært,Aktiv,Psykiatrien_Skadestue,0,0
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Kvinde,Ufaglært,Udenfor,Psykiatrien_Ambulant,0,0
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Kvinde,Ufaglært,Udenfor,Psykiatrien_Indlæggelse,0,8.78260869565217
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Kvinde,Ufaglært,Udenfor,Psykiatrien_Skadestue,0,0
-2,Psykiske Lidelser_Svær,50-65 år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Ambulant,1,0
-2,Psykiske Lidelser_Svær,50-65 år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Indlæggelse,1,5.62068965517241
-2,Psykiske Lidelser_Svær,50-65 år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Skadestue,1,0
-2,Cancer_Tarm,18-49 år,Kvinde,Faglært,Inaktiv,Psykiatrien_Ambulant,1,0
-2,Cancer_Tarm,18-49 år,Kvinde,Faglært,Inaktiv,Psykiatrien_Indlæggelse,1,0
-2,Cancer_Tarm,18-49 år,Kvinde,Faglært,Inaktiv,Psykiatrien_Skadestue,1,0
-2,Psykiske Lidelser_Moderat,18-49 år,Mand,Ufaglært,Udenfor,Psykiatrien_Ambulant,0,0
-2,Psykiske Lidelser_Moderat,18-49 år,Mand,Ufaglært,Udenfor,Psykiatrien_Indlæggelse,0,412.111111111111
-2,Psykiske Lidelser_Moderat,18-49 år,Mand,Ufaglært,Udenfor,Psykiatrien_Skadestue,0,0
-2,Cancer_Lunge,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Ambulant,0,0
-2,Cancer_Lunge,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Indlæggelse,0,0
-2,Cancer_Lunge,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Skadestue,0,0
-2,Diabetes I_Med Komplikationer,50-65 år,Mand,Faglært,Aktiv,Psykiatrien_Ambulant,0,
-2,Diabetes I_Med Komplikationer,50-65 år,Mand,Faglært,Aktiv,Psykiatrien_Indlæggelse,0,
-2,Diabetes I_Med Komplikationer,50-65 år,Mand,Faglært,Aktiv,Psykiatrien_Skadestue,0,
-2,Andre Lidelser_KOL,18-49 år,Kvinde,Faglært,Udenfor,Psykiatrien_Ambulant,0,0
-2,Andre Lidelser_KOL,18-49 år,Kvinde,Faglært,Udenfor,Psykiatrien_Indlæggelse,0,28.3783783783784
-2,Andre Lidelser_KOL,18-49 år,Kvinde,Faglært,Udenfor,Psykiatrien_Skadestue,0,0
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Kvinde,Faglært,Inaktiv,Psykiatrien_Ambulant,0,
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Kvinde,Faglært,Inaktiv,Psykiatrien_Indlæggelse,0,
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Kvinde,Faglært,Inaktiv,Psykiatrien_Skadestue,0,
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Aktiv,Psykiatrien_Ambulant,1,0
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Aktiv,Psykiatrien_Indlæggelse,1,0
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Aktiv,Psykiatrien_Skadestue,1,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Ambulant,1,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Indlæggelse,1,8
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Skadestue,1,0
-2,Cancer_Bryst,65+ år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Ambulant,1,0
-2,Cancer_Bryst,65+ år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Indlæggelse,1,0
-2,Cancer_Bryst,65+ år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Skadestue,1,0
-2,Cancer_Lunge,50-65 år,Kvinde,Videregående Uddannelse,Aktiv,Psykiatrien_Ambulant,0,
-2,Cancer_Lunge,50-65 år,Kvinde,Videregående Uddannelse,Aktiv,Psykiatrien_Indlæggelse,0,
-2,Cancer_Lunge,50-65 år,Kvinde,Videregående Uddannelse,Aktiv,Psykiatrien_Skadestue,0,
-2,Cancer_Tarm,18-49 år,Mand,Ufaglært,Inaktiv,Psykiatrien_Ambulant,1,0
-2,Cancer_Tarm,18-49 år,Mand,Ufaglært,Inaktiv,Psykiatrien_Indlæggelse,1,0
-2,Cancer_Tarm,18-49 år,Mand,Ufaglært,Inaktiv,Psykiatrien_Skadestue,1,0
-2,Cancer_Lunge,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Ambulant,0,
-2,Cancer_Lunge,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Indlæggelse,0,
-2,Cancer_Lunge,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Skadestue,0,
-2,Andre Lidelser_Hjertekar,65+ år,Kvinde,Ufaglært,Aktiv,Psykiatrien_Ambulant,0,0
-2,Andre Lidelser_Hjertekar,65+ år,Kvinde,Ufaglært,Aktiv,Psykiatrien_Indlæggelse,0,0
-2,Andre Lidelser_Hjertekar,65+ år,Kvinde,Ufaglært,Aktiv,Psykiatrien_Skadestue,0,0
-2,Psykiske Lidelser_Moderat,50-65 år,Mand,Faglært,Udenfor,Psykiatrien_Ambulant,0,0
-2,Psykiske Lidelser_Moderat,50-65 år,Mand,Faglært,Udenfor,Psykiatrien_Indlæggelse,0,4.46666666666667
-2,Psykiske Lidelser_Moderat,50-65 år,Mand,Faglært,Udenfor,Psykiatrien_Skadestue,0,0
-2,Andre Lidelser_Kronisk Leversygdom,65+ år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Ambulant,1,
-2,Andre Lidelser_Kronisk Leversygdom,65+ år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Indlæggelse,1,
-2,Andre Lidelser_Kronisk Leversygdom,65+ år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Skadestue,1,
-2,Andre Lidelser_KOL,65+ år,Mand,Faglært,Inaktiv,Psykiatrien_Ambulant,1,0
-2,Andre Lidelser_KOL,65+ år,Mand,Faglært,Inaktiv,Psykiatrien_Indlæggelse,1,0
-2,Andre Lidelser_KOL,65+ år,Mand,Faglært,Inaktiv,Psykiatrien_Skadestue,1,0
-2,Cancer_Tarm,65+ år,Mand,Ufaglært,Aktiv,Psykiatrien_Ambulant,0,0
-2,Cancer_Tarm,65+ år,Mand,Ufaglært,Aktiv,Psykiatrien_Indlæggelse,0,0
-2,Cancer_Tarm,65+ år,Mand,Ufaglært,Aktiv,Psykiatrien_Skadestue,0,0
-2,Cancer_Lunge,50-65 år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Ambulant,0,
-2,Cancer_Lunge,50-65 år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Indlæggelse,0,
-2,Cancer_Lunge,50-65 år,Mand,Videregående Uddannelse,Aktiv,Psykiatrien_Skadestue,0,
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Videregående Uddannelse,Aktiv,Psykiatrien_Ambulant,0,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Videregående Uddannelse,Aktiv,Psykiatrien_Indlæggelse,0,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Videregående Uddannelse,Aktiv,Psykiatrien_Skadestue,0,0
-2,Diabetes II_Uden Komplikationer,50-65 år,Mand,Ufaglært,Aktiv,Psykiatrien_Ambulant,0,
-2,Diabetes II_Uden Komplikationer,50-65 år,Mand,Ufaglært,Aktiv,Psykiatrien_Indlæggelse,0,
-2,Diabetes II_Uden Komplikationer,50-65 år,Mand,Ufaglært,Aktiv,Psykiatrien_Skadestue,0,
-2,Diabetes II_Uden Komplikationer,65+ år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Ambulant,0,0
-2,Diabetes II_Uden Komplikationer,65+ år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Indlæggelse,0,0
-2,Diabetes II_Uden Komplikationer,65+ år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Skadestue,0,0
-2,Andre Lidelser_Leddegigt,65+ år,Mand,Ufaglært,Udenfor,Psykiatrien_Ambulant,0,0
-2,Andre Lidelser_Leddegigt,65+ år,Mand,Ufaglært,Udenfor,Psykiatrien_Indlæggelse,0,0
-2,Andre Lidelser_Leddegigt,65+ år,Mand,Ufaglært,Udenfor,Psykiatrien_Skadestue,0,0
-2,Andre Lidelser_Leddegigt,18-49 år,Mand,Videregående Uddannelse,Inaktiv,Psykiatrien_Ambulant,1,
-2,Andre Lidelser_Leddegigt,18-49 år,Mand,Videregående Uddannelse,Inaktiv,Psykiatrien_Indlæggelse,1,
-2,Andre Lidelser_Leddegigt,18-49 år,Mand,Videregående Uddannelse,Inaktiv,Psykiatrien_Skadestue,1,
-2,Psykiske Lidelser_Moderat,65+ år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Ambulant,0,
-2,Psykiske Lidelser_Moderat,65+ år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Indlæggelse,0,
-2,Psykiske Lidelser_Moderat,65+ år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Skadestue,0,
-2,Cancer_Tarm,50-65 år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Ambulant,0,0
-2,Cancer_Tarm,50-65 år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Indlæggelse,0,0
-2,Cancer_Tarm,50-65 år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Skadestue,0,0
-2,Psykiske Lidelser_Moderat,18-49 år,Kvinde,Ufaglært,Aktiv,Psykiatrien_Ambulant,1,0
-2,Psykiske Lidelser_Moderat,18-49 år,Kvinde,Ufaglært,Aktiv,Psykiatrien_Indlæggelse,1,4.94117647058824
-2,Psykiske Lidelser_Moderat,18-49 år,Kvinde,Ufaglært,Aktiv,Psykiatrien_Skadestue,1,0
-2,Psykiske Lidelser_Svær,18-49 år,Mand,Faglært,Udenfor,Psykiatrien_Ambulant,0,
-2,Psykiske Lidelser_Svær,18-49 år,Mand,Faglært,Udenfor,Psykiatrien_Indlæggelse,0,
-2,Psykiske Lidelser_Svær,18-49 år,Mand,Faglært,Udenfor,Psykiatrien_Skadestue,0,
-2,Diabetes I_Med Komplikationer,50-65 år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Ambulant,1,0
-2,Diabetes I_Med Komplikationer,50-65 år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Indlæggelse,1,0
-2,Diabetes I_Med Komplikationer,50-65 år,Mand,Videregående Uddannelse,Udenfor,Psykiatrien_Skadestue,1,0
-2,Cancer_Tarm,65+ år,Kvinde,Videregående Uddannelse,Aktiv,Psykiatrien_Ambulant,1,0
-2,Cancer_Tarm,65+ år,Kvinde,Videregående Uddannelse,Aktiv,Psykiatrien_Indlæggelse,1,0
-2,Cancer_Tarm,65+ år,Kvinde,Videregående Uddannelse,Aktiv,Psykiatrien_Skadestue,1,0
-2,Cancer_Tarm,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Ambulant,1,0
-2,Cancer_Tarm,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Indlæggelse,1,0.210526315789474
-2,Cancer_Tarm,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Psykiatrien_Skadestue,1,0
-2,Cancer_Prostata,18-49 år,Mand,Videregående Uddannelse,Inaktiv,Psykiatrien_Ambulant,1,
-2,Cancer_Prostata,18-49 år,Mand,Videregående Uddannelse,Inaktiv,Psykiatrien_Indlæggelse,1,
-2,Cancer_Prostata,18-49 år,Mand,Videregående Uddannelse,Inaktiv,Psykiatrien_Skadestue,1,
-2,Psykiske Lidelser_Moderat,18-49 år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Ambulant,1,0
-2,Psykiske Lidelser_Moderat,18-49 år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Indlæggelse,1,24.6111111111111
-2,Psykiske Lidelser_Moderat,18-49 år,Kvinde,Videregående Uddannelse,Udenfor,Psykiatrien_Skadestue,1,0
-2,Diabetes II_Med Komplikationer,65+ år,Mand,Faglært,Inaktiv,Psykiatrien_Ambulant,1,0
-2,Diabetes I_Med Komplikationer,65+ år,Mand,Faglært,Inaktiv,Psykiatrien_Ambulant,1,
-2,Diabetes II_Med Komplikationer,65+ år,Mand,Faglært,Inaktiv,Psykiatrien_Indlæggelse,1,0
-2,Diabetes I_Med Komplikationer,65+ år,Mand,Faglært,Inaktiv,Psykiatrien_Indlæggelse,1,
-2,Diabetes II_Med Komplikationer,65+ år,Mand,Faglært,Inaktiv,Psykiatrien_Skadestue,1,0
